nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 01:30:00",180,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-02-28 10:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 01:30:00",1730,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 01:30:00",-2070,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 01:30:00",1070,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 01:50:00",350,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 01:30:00",490,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-02-28 11:50:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 01:30:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 01:30:00",440,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 01:40:00",1080,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 01:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 01:30:00",1550,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 01:30:00",1610,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 01:30:00",1940,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-02-28 18:50:00",190,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 01:40:00",380,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 01:40:00",1260,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 01:40:00",6750,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 01:40:00",630,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 01:40:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-02-28 10:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 01:40:00",1740,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 01:40:00",-2060,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 01:40:00",1060,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 01:50:00",350,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 01:40:00",160,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-02-28 11:50:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 01:40:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 01:40:00",440,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 01:50:00",1050,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 01:40:00",1930,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 01:40:00",1530,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 01:40:00",1610,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 01:40:00",1940,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-02-28 18:50:00",190,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 01:40:00",380,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 01:50:00",1250,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 01:50:00",6760,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 01:50:00",610,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 01:50:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-02-28 10:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 01:50:00",1750,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 01:50:00",-2070,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 01:50:00",1040,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 01:50:00",350,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 01:50:00",160,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-02-28 11:50:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 01:50:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 01:50:00",430,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 02:00:00",1040,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 01:50:00",1930,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 01:50:00",1520,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 01:50:00",1630,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 01:50:00",1930,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-02-28 18:50:00",190,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 02:00:00",370,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 02:00:00",1250,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 02:00:00",5830,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 02:00:00",590,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 02:00:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-02-28 10:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 02:00:00",1760,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 02:00:00",-2060,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 02:00:00",1010,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 02:00:00",330,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 02:00:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-02-28 11:50:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 02:00:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 02:00:00",420,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 02:10:00",1040,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 02:00:00",1930,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 02:00:00",1520,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 02:00:00",1630,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 02:00:00",1930,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-02-28 18:50:00",190,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 02:10:00",370,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 02:10:00",1250,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 02:10:00",6800,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 02:10:00",570,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 02:10:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-02-28 10:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 02:10:00",1750,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 02:10:00",-2060,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 02:10:00",990,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 02:10:00",330,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 02:10:00",160,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-02-28 11:50:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 02:10:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 02:10:00",420,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 02:20:00",1040,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 02:10:00",1920,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 02:10:00",1520,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 02:10:00",1650,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 02:10:00",1930,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-02-28 18:50:00",190,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 02:20:00",400,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 02:10:00",1250,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 02:20:00",6810,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 02:20:00",560,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 02:20:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-02-28 10:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 02:20:00",1790,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 02:20:00",-2050,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 02:20:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 02:20:00",330,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 02:20:00",160,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-02-28 11:50:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 02:20:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 02:20:00",420,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 02:30:00",1040,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 02:20:00",1920,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 02:20:00",1520,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 02:20:00",1660,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 02:20:00",1920,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-02-28 18:50:00",190,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 02:30:00",410,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 02:30:00",1240,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 02:30:00",5840,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 02:30:00",540,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 02:30:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-02-28 10:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 02:30:00",1780,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 02:30:00",-2050,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 02:30:00",960,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 02:30:00",320,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 02:30:00",160,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-02-28 11:50:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 02:30:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 02:30:00",420,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 02:40:00",1040,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 02:30:00",1910,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 02:30:00",1520,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 02:30:00",1650,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 02:30:00",1920,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-02-28 18:50:00",190,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 02:40:00",400,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 02:40:00",1510,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 02:40:00",6840,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 02:40:00",520,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 02:40:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-02-28 10:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 02:40:00",1790,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 02:40:00",-2040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 02:40:00",930,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 02:40:00",320,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 02:40:00",480,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-02-28 11:50:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 02:40:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 02:40:00",420,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 02:50:00",1040,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 02:40:00",1910,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 02:40:00",1510,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 02:40:00",1630,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 02:40:00",1910,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-02-28 18:50:00",190,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 02:50:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 02:50:00",1940,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 02:50:00",6850,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 02:50:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 02:50:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-02-28 10:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 02:50:00",1790,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 02:50:00",-2040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 02:50:00",920,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 02:50:00",320,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 02:50:00",150,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-02-28 11:50:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 02:50:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 02:50:00",420,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 03:00:00",1060,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 02:50:00",1910,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 02:50:00",1510,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 02:50:00",1620,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 02:50:00",1910,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-02-28 18:50:00",190,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 03:00:00",370,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 03:00:00",2110,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 03:00:00",5870,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 03:00:00",490,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 03:00:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-02-28 10:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 03:00:00",1830,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 03:00:00",-2040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 03:00:00",910,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 03:00:00",320,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 03:00:00",160,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-02-28 11:50:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 03:00:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 03:00:00",440,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 03:10:00",1060,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 03:00:00",1900,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 03:00:00",1510,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 03:00:00",1620,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 03:00:00",1900,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-02-28 18:50:00",190,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 03:10:00",360,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 03:10:00",2060,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 03:10:00",6900,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 03:10:00",470,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 03:10:00",200,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-02-28 10:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 03:10:00",1840,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 03:10:00",-2040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 03:10:00",890,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 03:10:00",310,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 03:10:00",440,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-02-28 11:50:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 03:10:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 03:10:00",440,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 03:20:00",1040,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 03:10:00",1900,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
